"Group" "Actor" "Partner" "Dyad" "Wert"
7 83 73 406 4.37723830346434
7 84 73 407 4.90426661398182
7 75 74 408 2.1193566618216
7 76 74 409 3.31298258886365
7 77 74 410 4.30748989500942
7 78 74 411 1.9546930372123
7 79 74 412 2.58783213123923
7 80 74 413 2.36321045150437
7 81 74 414 1.7743252658391
7 82 74 415 1.61153360208787
7 83 74 416 2.6829317603178
7 84 74 417 2.75656244429472
7 76 75 418 4.54176430241741
7 77 75 419 3.52307479179197
7 78 75 420 3.86457527401354
7 79 75 421 3.15102348101646
7 80 75 422 5.21628581728631
7 81 75 423 3.63244521010819
7 82 75 424 3.70231962373556
7 83 75 425 3.87435562469926
7 84 75 426 5.15408888441742
7 77 76 427 2.50188930208415
7 78 76 428 2.20939690472241
7 79 76 429 1.27303947578011
7 80 76 430 2.89614092745029
7 81 76 431 2.69923752024867
7 82 76 432 1.56209093624527
7 83 76 433 2.21654835275972
7 84 76 434 3.8892300852544
7 78 77 435 2.37647769146935
7 79 77 436 3.04408725140854
7 80 77 437 4.39193711602099
7 81 77 438 3.61979517732804
7 82 77 439 3.80784874447524
7 83 77 440 4.10496336370718
7 84 77 441 4.48261018187432
7 79 78 442 3.2242584489746
7 80 78 443 5.04193281262087
7 81 78 444 4.92140167450589
7 82 78 445 4.78607707613222
7 83 78 446 4.635500904519
7 84 78 447 4.27706828692262
7 80 79 448 2.71164071265137
7 81 79 449 3.35621205746582
7 82 79 450 3.40075471386763
7 83 79 451 3.42115589651528
7 84 79 452 3.65907983393829
7 81 80 453 3.46439833015843
7 82 80 454 1.5735530045827
7 83 80 455 2.76734685916206
7 84 80 456 4.50088640800398
7 82 81 457 3.98022232589452
7 83 81 458 3.55900440989619
7 84 81 459 3.66815780588405
7 83 82 460 3.0534499718701
7 84 82 461 2.909159202137
7 84 83 462 4.40812705126038
8 86 85 463 3.36859884700607
8 87 85 464 3.46122530500404
8 88 85 465 2.58710797046666
8 89 85 466 4.04379160301514
8 90 85 467 3.52298857722864
8 91 85 468 1.67006400868541
8 92 85 469 2.93337395065258
8 93 85 470 2.89958045084759
8 94 85 471 4.02960392387371
8 95 85 472 2.27643800631994
8 96 85 473 3.76486300086394
8 87 86 474 2.52371839949263
8 88 86 475 2.66213197105675
8 89 86 476 4.69110873929326
8 90 86 477 2.5348067300313
8 91 86 478 2.52998558545461
8 92 86 479 2.58163534470064
8 93 86 480 2.9172497574865
8 94 86 481 3.24893422432479
8 95 86 482 2.90175719346396
8 96 86 483 2.81188292227073
8 88 87 484 1.73008913065267
8 89 87 485 3.70920453244183
8 90 87 486 2.98037574145282
8 91 87 487 2.7900723004971
8 92 87 488 2.28760770664729
8 93 87 489 1.65106471203509
8 94 87 490 4.56096177611942
8 95 87 491 3.52812551955865
8 96 87 492 2.31643124407569
8 89 88 493 2.32583368203641
8 90 88 494 2.80215700029563
8 91 88 495 0.957057952215452
8 92 88 496 2.90871502208832
8 93 88 497 2.95115088329248
8 94 88 498 3.09834462144664
8 95 88 499 2.71001906123123
8 96 88 500 3.16177666033561
8 90 89 501 4.2025858537026
8 91 89 502 3.82575872421848
8 92 89 503 2.73301014344121
8 93 89 504 3.90023802728526
8 94 89 505 5.11746010238436
8 95 89 506 3.35563551015124
8 96 89 507 3.62531916268672
8 91 90 508 3.34660804636187
8 92 90 509 3.48764504549418
8 93 90 510 3.17530858856288
8 94 90 511 3.60648846064847
8 95 90 512 4.04052389885115
8 96 90 513 4.84242137115272
8 92 91 514 2.66126906470809
8 93 91 515 2.5152276975902
8 94 91 516 4.01152973188846
8 95 91 517 3.56693843318595
8 96 91 518 3.16234842955701
8 93 92 519 4.16763945177615
8 94 92 520 5.11331743523284
8 95 92 521 4.9558138347996
8 96 92 522 4.21687283990396
8 94 93 523 4.3181497691523
8 95 93 524 2.57511111912537
8 96 93 525 4.42397336453109
8 95 94 526 3.13809190714386
8 96 94 527 3.87655379635095
8 96 95 528 3.45362113414509
9 98 97 529 3.29921354111045
9 99 97 530 3.29154138425726
9 100 97 531 2.90216591906211
9 101 97 532 3.49197569446568
9 102 97 533 3.16901819613016
9 103 97 534 2.95454358879007
9 104 97 535 4.06145910031237
9 105 97 536 3.99823738591123
9 106 97 537 2.89108775957696
9 107 97 538 3.41614891426313
9 108 97 539 2.36462896927893
9 99 98 540 2.54833279311371
9 100 98 541 3.47686071557157
9 101 98 542 2.98667872400954
9 102 98 543 4.92766536761733
9 103 98 544 2.58074970533144
9 104 98 545 3.95013603143096
9 105 98 546 3.19355831954119
9 106 98 547 1.96477522834084
9 107 98 548 4.23850278923377
9 108 98 549 2.88018417626793
9 100 99 550 2.07067261128195
9 101 99 551 3.95986767231042
9 102 99 552 2.32031050676635
9 103 99 553 2.88118249542895
9 104 99 554 3.37510283585131
9 105 99 555 3.00491641487495
9 106 99 556 3.10178561576202
9 107 99 557 2.5384365782078
9 108 99 558 3.3344701399238
9 101 100 559 3.54523680709739
9 102 100 560 2.46081276144317
9 103 100 561 1.61813791090185
9 104 100 562 4.15295827242707
9 105 100 563 2.66634033564526
9 106 100 564 3.03335978596543
9 107 100 565 3.08645676413603
9 108 100 566 3.28940338332148
9 102 101 567 3.33472352816105
9 103 101 568 3.68646154773837
9 104 101 569 4.24497562182485
9 105 101 570 4.39340235265713
9 106 101 571 2.60776441738382
9 107 101 572 3.62888393028988
9 108 101 573 2.669990324283
9 103 102 574 1.30483045206555
9 104 102 575 1.83052370305016
9 105 102 576 2.33239577393788
9 106 102 577 2.31723113524586
9 107 102 578 2.03639250389878
9 108 102 579 3.26247165378558
9 104 103 580 3.00894063560886
9 105 103 581 3.35719982777172
9 106 103 582 2.46975774863443
9 107 103 583 2.63840308506465
9 108 103 584 2.63547061632158
9 105 104 585 2.25810659626021
9 106 104 586 1.66979369921757
9 107 104 587 2.29708669583887
9 108 104 588 3.70395735632929
9 106 105 589 2.76107509556431
9 107 105 590 3.86344419514657
9 108 105 591 2.16752091335974
9 107 106 592 3.0002582488204
9 108 106 593 0.559736879864346
9 108 107 594 3.30371976358872
10 110 109 595 6.28786667393863
10 111 109 596 3.77323675599754
10 112 109 597 1.97813042031918
10 113 109 598 4.87038328550776
10 114 109 599 2.86197013467595
10 115 109 600 3.44589855355045
10 116 109 601 2.05901490736967
10 117 109 602 3.26752602516158
10 118 109 603 3.63489839098157
10 119 109 604 3.02610656542081
10 120 109 605 3.73935091226601
10 111 110 606 3.47914864644454
10 112 110 607 1.53491948161409
10 113 110 608 2.59378782725707
10 114 110 609 2.56093936577663
10 115 110 610 3.12684066710958
10 116 110 611 2.42348932431293
10 117 110 612 2.24446570905583
10 118 110 613 3.68856885305501
10 119 110 614 2.94798352557557
10 120 110 615 4.44919197488615
10 112 111 616 1.85929930283031
10 113 111 617 2.88759334248492
10 114 111 618 4.01177548590246
10 115 111 619 3.10088591284555
10 116 111 620 2.2836925729267
10 117 111 621 2.18851940631223
10 118 111 622 2.6407588706741
10 119 111 623 2.34750376035684
10 120 111 624 3.92804484191953
10 113 112 625 2.5744859698143
10 114 112 626 3.95406956156264
10 115 112 627 3.49512326827079
10 116 112 628 1.74491618460642
10 117 112 629 2.43880416497963
10 118 112 630 3.31264796787868
10 119 112 631 1.93286988693715
10 120 112 632 3.67186267546694
10 114 113 633 2.66500056458059
10 115 113 634 1.93106198302582
10 116 113 635 2.08880343661195
10 117 113 636 2.18173055421189
10 118 113 637 2.72045856904204
10 119 113 638 0.74573420599899
10 120 113 639 2.07304659179876
10 115 114 640 3.74154764828266
10 116 114 641 2.55624897930207
10 117 114 642 2.68194380725962
10 118 114 643 3.31462028446581
10 119 114 644 2.98723697987316
10 120 114 645 3.7891965791432
10 116 115 646 3.09288681982821
10 117 115 647 2.42884599730807
10 118 115 648 3.64337763750689
10 119 115 649 2.49557139723134
10 120 115 650 2.99429330688559
10 117 116 651 2.51390649203408
10 118 116 652 4.04838873231454
10 119 116 653 2.74184327590207
10 120 116 654 3.17673959553096
10 118 117 655 2.66009101049701
10 119 117 656 1.67154015152586
10 120 117 657 3.0257983313293
10 119 118 658 1.09839103332069
10 120 118 659 3.2770309244277
10 120 119 660 1.80251638823443
11 122 121 661 2.57060908765141
11 123 121 662 2.29149089295682
11 124 121 663 3.89518942867689
11 125 121 664 2.13964119230101
11 126 121 665 2.44324680375848
11 127 121 666 3.98200248040174
11 128 121 667 3.09964239237083
11 129 121 668 2.33109671385609
11 130 121 669 4.97229105800037
11 131 121 670 3.81988009129075
11 132 121 671 2.83853116767093
11 123 122 672 1.56865981840651
11 124 122 673 3.38040545989217
11 125 122 674 3.2166429896664
11 126 122 675 2.63596150198897
11 127 122 676 3.68448709599516
11 128 122 677 3.6594197804446
11 129 122 678 3.00164632409045
11 130 122 679 5.15050458982782
11 131 122 680 1.77595265115437
11 132 122 681 3.96472891381667
11 124 123 682 3.4561481331038
11 125 123 683 4.08304002326952
11 126 123 684 0.936484201016473
11 127 123 685 1.9925187578139
11 128 123 686 2.59688045019363
11 129 123 687 0.666434510366153
11 130 123 688 3.34204219854434
11 131 123 689 2.95840626775238
11 132 123 690 2.41964474039425
11 125 124 691 3.1403750755553
11 126 124 692 1.95131573638507
11 127 124 693 2.84559951727123
11 128 124 694 2.53550052311357
11 129 124 695 2.18836798849798
11 130 124 696 4.93596316017797
11 131 124 697 3.82009873155484
11 132 124 698 2.2265636382256
11 126 125 699 2.83482865579171
11 127 125 700 4.23438568333591
11 128 125 701 3.77574958895242
11 129 125 702 3.8431492747279
11 130 125 703 3.91777227867511
11 131 125 704 3.26668182671808
11 132 125 705 3.9515882150838
11 127 126 706 1.80592597844593
11 128 126 707 2.59132920251276
11 129 126 708 1.18898121625803
11 130 126 709 3.66311371505613
11 131 126 710 1.78245901494694
11 132 126 711 2.86889543982226
11 128 127 712 3.86632157694293
11 129 127 713 2.34026882761282
11 130 127 714 3.83301876414737
11 131 127 715 3.27707495266122
11 132 127 716 2.12774886181863
11 129 128 717 1.99295498096646
11 130 128 718 3.1609368321477
11 131 128 719 2.76378605906926
11 132 128 720 3.28770769884718
11 130 129 721 4.00694753588271
11 131 129 722 1.99758760519486
11 132 129 723 3.01114108182884
11 131 130 724 4.82131532424466
11 132 130 725 3.20699608272214
11 132 131 726 1.60517056394399
12 134 133 727 2.86705840294281
12 135 133 728 2.67735960754632
12 136 133 729 2.52153280016182
12 137 133 730 1.96663687627725
12 138 133 731 3.48626297804383
12 139 133 732 3.48973182305635
12 140 133 733 2.42345429565171
12 141 133 734 2.22776278059203
12 142 133 735 0.995159865217079
12 143 133 736 3.47381490249199
12 144 133 737 3.77833135292701
12 135 134 738 2.17029010749254
12 136 134 739 3.45991624361828
12 137 134 740 1.69114673744156
12 138 134 741 2.29853221032665
12 139 134 742 1.42112429677272
12 140 134 743 2.07224775915035
12 141 134 744 2.33793708909762
12 142 134 745 2.3699366751577
12 143 134 746 3.73006448360601
12 144 134 747 2.98317296487572
12 136 135 748 2.76646936607952
12 137 135 749 3.81973831587075
12 138 135 750 2.43704290931667
12 139 135 751 2.0167736956723
12 140 135 752 3.46377248506689
12 141 135 753 2.54386201868069
12 142 135 754 3.13359576611953
12 143 135 755 5.00528794791622
12 144 135 756 3.21363162559709
12 137 136 757 3.10360780013742
12 138 136 758 1.28680012592419
12 139 136 759 1.28402596416114
12 140 136 760 1.77358041795299
12 141 136 761 1.88435556255224
12 142 136 762 2.23867034822601
12 143 136 763 2.46964697102878
12 144 136 764 1.95122940082956
12 138 137 765 3.82520891916011
12 139 137 766 1.35550969152333
12 140 137 767 3.22992804520984
12 141 137 768 2.48526800947805
12 142 137 769 2.97245095607363
12 143 137 770 3.42986608851052
12 144 137 771 2.86548664875891
12 139 138 772 2.0732956003029
12 140 138 773 3.04634787403402
12 141 138 774 3.21642192883846
12 142 138 775 2.32204263449351
12 143 138 776 4.07278192810842
12 144 138 777 3.15904033468296
12 140 139 778 2.38701038556883
12 141 139 779 1.22771594444999
12 142 139 780 0.895173724352448
12 143 139 781 3.52467937865809
12 144 139 782 1.61842143258273
12 141 140 783 0.926474123664193
12 142 140 784 1.34306706799613
12 143 140 785 2.96785294248675
12 144 140 786 3.08305120094719
12 142 141 787 3.50372898317362
12 143 141 788 4.055879035158
12 144 141 789 3.86319799279108
12 143 142 790 4.52685474306001
12 144 142 791 3.48807651657455
12 144 143 792 4.30652776389534
13 146 145 793 3.97074642093274
13 147 145 794 3.3014216405216
13 148 145 795 2.38763204745805
13 149 145 796 3.79181059264188
13 150 145 797 4.09453341240879
13 151 145 798 2.9701027190038
13 152 145 799 4.22549265936859
13 153 145 800 3.81376220818963
13 154 145 801 3.29465185032674
13 155 145 802 2.6440736605706
13 156 145 803 3.44431159474749
13 147 146 804 3.54571160227689
13 148 146 805 4.43031632480936
13 149 146 806 4.54341893717277
13 150 146 807 4.23201702892963
13 151 146 808 2.80195194816916
13 152 146 809 4.64817201667093
13 153 146 810 3.86495837655695
13 154 146 811 5.15435539350057
13 155 146 812 4.31206050243071
13 156 146 813 4.5256365215265
13 148 147 814 2.24603496574399
13 149 147 815 3.07993726976342
13 150 147 816 3.79291523513381
13 151 147 817 3.37203228201049
13 152 147 818 3.30523667984411
13 153 147 819 2.93121799445462
13 154 147 820 2.15574230188963
13 155 147 821 1.5039303639171
13 156 147 822 4.02456071924676
13 149 148 823 3.72021975625057
13 150 148 824 4.47630936927587
13 151 148 825 3.74575615241639
13 152 148 826 5.06908966166791
13 153 148 827 3.72676905622549
13 154 148 828 3.65604573269136
13 155 148 829 2.55156915664163
13 156 148 830 3.44098012946327
13 150 149 831 5.49316245717678
13 151 149 832 3.44848536149643
13 152 149 833 5.54493578552267
13 153 149 834 3.90384521073974
13 154 149 835 4.96356265974931
13 155 149 836 4.14436435361572
13 156 149 837 5.75504759710546
13 151 150 838 4.09668364351723
13 152 150 839 5.72251688850209
13 153 150 840 4.36163069148361
13 154 150 841 4.54315765066959
13 155 150 842 4.33127365307399
13 156 150 843 4.67052012619344
13 152 151 844 5.38640051935179
13 153 151 845 4.79670911337131
13 154 151 846 4.74411332257456
13 155 151 847 5.26183809508441
13 156 151 848 5.56414258709317
13 153 152 849 4.58828684795013
13 154 152 850 4.42486464748378
13 155 152 851 4.67029522371821
13 156 152 852 4.40507011650346
13 154 153 853 4.23941717775912
13 155 153 854 3.53787768448099
13 156 153 855 3.35091100854418
13 155 154 856 4.00396017054845
13 156 154 857 4.96945561924882
13 156 155 858 4.10730519539952
14 158 157 859 2.04733786757128
14 159 157 860 2.17450197906085
14 160 157 861 3.05369112875739
14 161 157 862 3.19045990943509
14 162 157 863 2.43274783230426
14 163 157 864 2.59737978438459
14 164 157 865 2.50051630620278
14 165 157 866 2.886014635075
14 166 157 867 0.489077347226661
14 167 157 868 3.63736512571972
14 168 157 869 3.09453781066192
14 159 158 870 2.33987824859854
14 160 158 871 3.53401595376808
14 161 158 872 1.42197626649919
14 162 158 873 2.2831510127231
14 163 158 874 3.49388937875232
14 164 158 875 0.82633230719337
14 165 158 876 1.54598773696066
14 166 158 877 1.85627338022127
14 167 158 878 3.23146216021387
14 168 158 879 1.79279647864521
14 160 159 880 3.45968287757381
14 161 159 881 3.61996829697526
14 162 159 882 2.91896880303582
14 163 159 883 4.11215249249749
14 164 159 884 2.82141443272364
14 165 159 885 2.87507522360038
14 166 159 886 3.0076404441204
14 167 159 887 3.41655981477192
14 168 159 888 3.4506641199404
14 161 160 889 1.64747974649952
14 162 160 890 3.07875460939572
14 163 160 891 3.73930925232794
14 164 160 892 3.48094680306344
14 165 160 893 2.1918060824447
14 166 160 894 2.22835570544883
14 167 160 895 4.29144602355406
14 168 160 896 2.20219242537603
14 162 161 897 3.50843419008225
14 163 161 898 3.49545973780614
14 164 161 899 2.57763573301767
14 165 161 900 2.37448845635983
14 166 161 901 2.62482370792116
14 167 161 902 1.75822173029827
14 168 161 903 1.00596677147948
14 163 162 904 3.66410466905905
14 164 162 905 1.87365815055465
14 165 162 906 2.25754351374919
14 166 162 907 1.94637379939467
14 167 162 908 3.54419925427105
14 168 162 909 1.22272782422259
14 164 163 910 2.17711184944639
14 165 163 911 1.98265505787196
14 166 163 912 2.63335705266057
14 167 163 913 4.06373104555191
14 168 163 914 2.52061543370873
14 165 164 915 2.8074417339367
14 166 164 916 2.22830664058319
14 167 164 917 4.44135773843626
14 168 164 918 1.89872595548912
14 166 165 919 1.43740209318329
14 167 165 920 2.69167919570259
14 168 165 921 2.23350920610532
14 167 166 922 3.03414405568728
14 168 166 923 1.63481498677015
14 168 167 924 1.87415111658307
15 170 169 925 2.09169896008714
15 171 169 926 3.92338470648237
15 172 169 927 3.78858436922238
15 173 169 928 2.47099058571514
15 174 169 929 2.94725100805991
15 175 169 930 2.97034742432722
15 176 169 931 3.0062619576853
15 177 169 932 2.06279348264813
15 178 169 933 2.10807572223902
15 179 169 934 3.52105784123903
15 180 169 935 3.60576583183771
15 171 170 936 1.84290991903086
15 172 170 937 2.70409518067582
15 173 170 938 2.35279432341579
15 174 170 939 1.38606101902777
15 175 170 940 1.91266491449118
15 176 170 941 2.66991983527297
15 177 170 942 4.31506275525764
15 178 170 943 3.03041356364634
15 179 170 944 3.0577259908226
15 180 170 945 2.13144741919222
15 172 171 946 3.10818371475737
15 173 171 947 1.1055073771413
15 174 171 948 0.729388525778465
15 175 171 949 2.27096403503136
15 176 171 950 2.41316202210927
15 177 171 951 2.32367104761962
15 178 171 952 2.44808665341023
15 179 171 953 2.05720045349581
15 180 171 954 2.76980779405666
15 173 172 955 2.51462739245378
15 174 172 956 3.0554014937155
15 175 172 957 2.31613272211084
15 176 172 958 3.73912388557843
15 177 172 959 3.26860274632092
15 178 172 960 4.29966348766187
15 179 172 961 2.48277241900165
15 180 172 962 3.14187930665171
15 174 173 963 1.79381657983897
15 175 173 964 1.46664412700009
15 176 173 965 2.9996504181979
15 177 173 966 2.79852113224864
15 178 173 967 3.50254293227712
15 179 173 968 3.0812007600818
15 180 173 969 1.67086091056795
15 175 174 970 1.49040569240198
15 176 174 971 1.42418694498715
15 177 174 972 2.06411103501937
15 178 174 973 1.12176749297434
15 179 174 974 1.44553556001988
15 180 174 975 2.57868023065813
15 176 175 976 3.79522928655734
15 177 175 977 3.72386447445989
15 178 175 978 3.43942017526743
15 179 175 979 2.66575651328661
15 180 175 980 3.78725817371091
15 177 176 981 2.96510600054938
15 178 176 982 2.01434403230839
15 179 176 983 2.69730077775173
15 180 176 984 0.864782073122862
15 178 177 985 3.49959275599689
15 179 177 986 3.12199586136341
15 180 177 987 2.63235898700385
15 179 178 988 3.49756535271477
15 180 178 989 2.92468600413666
15 180 179 990 2.79907845736327
16 182 181 991 4.70779048686861
16 183 181 992 4.20560705075669
16 184 181 993 4.43135402162177
16 185 181 994 4.17000246529202
16 186 181 995 4.12597029223285
16 187 181 996 5.01619217197124
16 188 181 997 3.45615963163933
16 189 181 998 4.29021001153736
16 190 181 999 4.49233271386192
16 191 181 1000 3.29606116314734
16 192 181 1001 3.26085972478628
16 183 182 1002 4.37588822907381
16 184 182 1003 4.82717812855089
16 185 182 1004 3.93372928589005
16 186 182 1005 3.0708270353983
16 187 182 1006 4.44626936210428
16 188 182 1007 5.31985398806523
16 189 182 1008 3.20001068867744
16 190 182 1009 4.85467667698671
16 191 182 1010 4.47570666923844
16 192 182 1011 4.44296259040554
16 184 183 1012 4.03596865909572
16 185 183 1013 3.43654887400542
16 186 183 1014 4.62227150303318
16 187 183 1015 3.63438901800149
16 188 183 1016 3.27858755809267
16 189 183 1017 3.16604172356101
16 190 183 1018 4.26718475710875
16 191 183 1019 4.1806003786305
16 192 183 1020 4.14584288123962
16 185 184 1021 3.32791368353746
16 186 184 1022 3.44450191913474
16 187 184 1023 4.58715820096885
16 188 184 1024 3.73333082030899
16 189 184 1025 3.29149949623071
16 190 184 1026 3.67718011485693
16 191 184 1027 4.2248933899619
16 192 184 1028 3.10769566031074
16 186 185 1029 4.98793014075678
16 187 185 1030 4.91461659348404
16 188 185 1031 4.52952052670888
16 189 185 1032 3.86912789151133
16 190 185 1033 5.17509251224949
16 191 185 1034 5.13402888465215
16 192 185 1035 5.63390113151412
16 187 186 1036 3.42325897170545
16 188 186 1037 2.95553712817501
16 189 186 1038 3.14035466959859
16 190 186 1039 3.21849223452669
16 191 186 1040 3.034706986143
16 192 186 1041 3.99000753713554
16 188 187 1042 2.90228355976864
16 189 187 1043 2.88943833003617
16 190 187 1044 2.76363149415354
16 191 187 1045 2.42932615389699
16 192 187 1046 2.87508874136996
16 189 188 1047 2.97263931657418
16 190 188 1048 4.21395494373926
16 191 188 1049 4.08166672933683
16 192 188 1050 2.51269585621872
16 190 189 1051 3.75562192615818
16 191 189 1052 3.27251646316277
16 192 189 1053 2.63909921048747
16 191 190 1054 3.71403888903638
16 192 190 1055 4.4227498745727
16 192 191 1056 3.56080190668762
17 194 193 1057 2.81202600486283
17 195 193 1058 2.30471792068538
17 196 193 1059 3.43767794234673
17 197 193 1060 2.04391340847817
17 198 193 1061 3.18101506494834
17 199 193 1062 2.94892983948248
17 200 193 1063 0.656663781093706
17 201 193 1064 2.77666642613251
17 202 193 1065 2.12155818548096
17 203 193 1066 4.07464645220943
17 204 193 1067 2.52622493614421
17 195 194 1068 2.5850442553157
17 196 194 1069 3.65952510557779
17 197 194 1070 2.07772434950383
17 198 194 1071 1.81886241610271
17 199 194 1072 3.9312904829793
17 200 194 1073 2.80686647587318
17 201 194 1074 2.5711799817155
17 202 194 1075 2.89042235494096
17 203 194 1076 5.13111122619185
17 204 194 1077 4.53347061745163
17 196 195 1078 2.27995556762435
17 197 195 1079 3.99694625503799
17 198 195 1080 3.05364918111476
17 199 195 1081 3.81850654042869
17 200 195 1082 1.75700259977985
17 201 195 1083 1.98781410226798
17 202 195 1084 2.86086062439195
17 203 195 1085 3.8092167937303
17 204 195 1086 2.06450801203841
17 197 196 1087 1.52637815999606
17 198 196 1088 1.75509373259743
17 199 196 1089 3.88492817941557
17 200 196 1090 3.51954985343957
17 201 196 1091 3.2202912061726
17 202 196 1092 3.31173192215374
17 203 196 1093 3.12373676955783
17 204 196 1094 2.51749210335154
17 198 197 1095 1.85651922114625
17 199 197 1096 3.20937941756912
17 200 197 1097 2.54840549928735
17 201 197 1098 2.48362024539334
17 202 197 1099 3.16346589816971
17 203 197 1100 2.78347282329861
17 204 197 1101 2.10860497610984
17 199 198 1102 5.06720818944402
17 200 198 1103 2.89285504020681
17 201 198 1104 3.22069365300289
17 202 198 1105 3.76117359279011
17 203 198 1106 4.56776404438467
17 204 198 1107 4.04934126854925
17 200 199 1108 2.46170493126254
17 201 199 1109 2.90665228526665
17 202 199 1110 3.24975984315609
17 203 199 1111 4.87560677436832
17 204 199 1112 2.48866328061098
17 201 200 1113 0.787170063545648
17 202 200 1114 2.94786450562979
17 203 200 1115 4.33057311649434
17 204 200 1116 2.2838470811014
17 202 201 1117 1.07315927408696
17 203 201 1118 2.78687817956987
17 204 201 1119 2.04776675569472
17 203 202 1120 4.13688765525564
17 204 202 1121 3.67816399431378
17 204 203 1122 3.07589226863775
18 206 205 1123 2.31038012050751
18 207 205 1124 2.97490169525555
18 208 205 1125 3.38118815263634
18 209 205 1126 2.75238040750613
18 210 205 1127 4.39831808571392
18 211 205 1128 5.05658780657291
18 212 205 1129 3.03180509996037
18 213 205 1130 2.88575495267068
18 214 205 1131 4.01134158325692
18 215 205 1132 1.49431160181882
18 216 205 1133 3.50094408398868
18 207 206 1134 3.22284718792388
18 208 206 1135 4.70162827737605
18 209 206 1136 4.65327889292216
18 210 206 1137 4.59399372151794
18 211 206 1138 4.58294803304646
18 212 206 1139 2.75180862984531
18 213 206 1140 4.43866714071445
18 214 206 1141 3.80109085547445
18 215 206 1142 4.33806280407885
18 216 206 1143 5.37168646447188
18 208 207 1144 4.03144277259322
18 209 207 1145 2.84804659402876
18 210 207 1146 4.52367214361836
18 211 207 1147 3.49511491048223
18 212 207 1148 2.07304206039398
18 213 207 1149 2.82951686875852
18 214 207 1150 3.81254249169985
18 215 207 1151 2.92441493297618
18 216 207 1152 4.70091919473335
18 209 208 1153 2.5656741379648
18 210 208 1154 2.87703317810942
18 211 208 1155 3.18305737855196
18 212 208 1156 2.28221527763628
18 213 208 1157 4.5440362309377
18 214 208 1158 2.89005604644105
18 215 208 1159 2.20579192589739
18 216 208 1160 3.64089204819485
18 210 209 1161 3.66924244034708
18 211 209 1162 3.38946428299124
18 212 209 1163 3.04237289323553
18 213 209 1164 3.52194839082646
18 214 209 1165 3.611399983075
18 215 209 1166 2.38807873174572
18 216 209 1167 3.05358384809898
18 211 210 1168 3.50651040458317
18 212 210 1169 3.68055635430406
18 213 210 1170 4.0570908914867
18 214 210 1171 4.27811623036315
18 215 210 1172 2.73670414066491
18 216 210 1173 5.11674871329793
18 212 211 1174 3.09451602281884
18 213 211 1175 3.78603766366282
18 214 211 1176 2.78676156026669
18 215 211 1177 2.52864777203216
18 216 211 1178 3.74925595140542
18 213 212 1179 2.82430697310236
18 214 212 1180 1.57486005849466
18 215 212 1181 2.16037072139811
18 216 212 1182 3.7918107207628
18 214 213 1183 2.54083181301062
18 215 213 1184 2.45072721680998
18 216 213 1185 2.90950924050534
18 215 214 1186 3.0488005474686
18 216 214 1187 4.29789407367107
18 216 215 1188 2.44555694915963
19 218 217 1189 3.03880505119645
19 219 217 1190 3.760522446982
19 220 217 1191 3.36362361714104
19 221 217 1192 3.69180677583682
19 222 217 1193 4.10925371283098
19 223 217 1194 2.81041585402273
19 224 217 1195 3.04266417415526
19 225 217 1196 2.34345442181612
19 226 217 1197 2.60908537869489
19 227 217 1198 3.06508914279802
19 228 217 1199 2.51357401212264
19 219 218 1200 2.5706695793934
19 220 218 1201 3.99936874237812
19 221 218 1202 5.67792128709388
19 222 218 1203 2.97711594962184
19 223 218 1204 2.24422241925421
19 224 218 1205 2.97675735158024
19 225 218 1206 2.90241371868621
19 226 218 1207 4.04447565835419
19 227 218 1208 3.87234189184496
19 228 218 1209 2.56614775536146
19 220 219 1210 3.57463937069458
19 221 219 1211 2.89357721606314
19 222 219 1212 2.42461345649056
19 223 219 1213 3.13723053139952
19 224 219 1214 2.67668078173718
19 225 219 1215 3.56924640874763
19 226 219 1216 2.2256963909234
19 227 219 1217 3.8976054370401
19 228 219 1218 3.60486041899435
19 221 220 1219 3.86382620176902
19 222 220 1220 3.72461565020698
19 223 220 1221 2.88354680403267
19 224 220 1222 4.62565567146357
19 225 220 1223 2.76204817992333
19 226 220 1224 2.05215178126631
19 227 220 1225 2.94575689818271
19 228 220 1226 2.87171535070624
19 222 221 1227 3.12634429944771
19 223 221 1228 3.4815381038134
19 224 221 1229 3.0181492793746
19 225 221 1230 2.69782984981829
19 226 221 1231 3.38128220738755
19 227 221 1232 3.92022194328573
19 228 221 1233 3.22480860825738
19 223 222 1234 4.59711671915645
19 224 222 1235 4.57333395940931
19 225 222 1236 3.84042506789163
19 226 222 1237 3.43019975138929
19 227 222 1238 3.68691762281331
19 228 222 1239 4.12822901747054
19 224 223 1240 3.82531652895106
19 225 223 1241 3.98698336853245
19 226 223 1242 4.38458136625248
19 227 223 1243 3.54408806037803
19 228 223 1244 3.2828375146604
19 225 224 1245 2.9889317093099
19 226 224 1246 2.86342386466141
19 227 224 1247 3.40782088832539
19 228 224 1248 3.37403278829404
19 226 225 1249 1.82561133309314
19 227 225 1250 4.4989450309412
19 228 225 1251 2.58439166029725
19 227 226 1252 2.80079580614875
19 228 226 1253 3.1100546014483
19 228 227 1254 2.76856390009713
20 230 229 1255 3.94428194467463
20 231 229 1256 4.78251635559398
20 232 229 1257 4.7668954986587
20 233 229 1258 4.56935387597772
20 234 229 1259 3.43475001178336
20 235 229 1260 5.29197666405567
20 236 229 1261 4.20752729645198
20 237 229 1262 4.68533048129464
